,b_Fbat107PT24.CEL,b_Fbat107PT30.CEL,b_Fbat107PT48.CEL,b_Fbat107PT52.CEL,knh_102_Fbat289PT24.CEL,knh_103_Fbat289PT48.CEL,knh_490_BS0001_Fbat1070_PT24_1.Rep.CEL,knh_491_BS0001_Fbat1070_PT30_1.Rep.CEL,knh_492_BS0001_Fbat1070_PT48_1.Rep.CEL,knh_494_BS0001_Fbat1077_PT24_2.Rep.CEL,knh_495_BS0001_Fbat1077_PT30_2.Rep.CEL,knh_496_BS0001_Fbat1077_PT48_2.Rep.CEL,knh_498_BS0001_Fbat1091_PT24_3.Rep.CEL,knh_499_BS0001_Fbat1091_PT30_3.Rep.CEL,knh_500_BS0001_Fbat1091_PT48_3.Rep.CEL,knh_502_BS3416_E_Fbat1071_PT24_1.Rep.CEL,knh_503_BS3416_E_Fbat1071_PT30_1.Rep.CEL,knh_504_BS3416_E_Fbat1071_PT48_1.Rep.CEL,knh_506_BS3416_E_Fbat1078_PT24_2.Rep.CEL,knh_507_BS3416_E_Fbat1078_PT30_2.Rep.CEL,knh_508_BS3416_E_Fbat1078_PT48_2.Rep.CEL,knh_510_BS3416_E_Fbat1092_PT24_3.Rep.CEL,knh_512_BS3416_E_Fbat1092_PT48_3.Rep.CEL,knh_532_BS3416_E_Fbat1092_PT30_3.Rep_wh.CEL,knh_655_BS5009_Fbat1374_PT24_1.Repl._No.2_repeated RNA.CEL,knh_657_BS5009_Fbat1379_PT24_2.Repl._No.6_repeated RNA.CEL,knh_659_BS5009_Fbat1383_PT24_3.Repl._No.10_repeated RNA.CEL,knh_660_BS5009_Fbat1374_PT30_1.Repl._No.3_rep_cDNA_new Yeast.CEL,knh_661_BS5009_Fbat1374_PT48_1.Repl._No.4_rep_cDNA_new Yeast.CEL,knh_662_BS5009_Fbat1379_PT30_2.Repl._No.7_rep_cDNA_new Yeast.CEL,knh_663_BS5009_Fbat1379_PT48_2.Repl._No.8_rep_cDNA_new Yeast.CEL,knh_664_BS5009_Fbat1383_PT30_3.Repl._No.11_rep_cDNA_new Yeas.CEL,knh_665_BS5009_Fbat1383_PT48_3.Repl._No.12_rep_cDNA_new Yeas.CEL,knh_679_BS5254_Fbat1442_PT24_1.Repl._No.38.CEL,knh_680_BS5254_Fbat1442_PT30_1.Repl._No.39.CEL,knh_681_BS5254_Fbat1442_PT48_1.Repl._No.40.CEL,knh_683_BS5254_Fbat1443_PT24_2.Repl._No.42.CEL,knh_684_BS5254_Fbat1443_PT30_2.Repl._No.43.CEL,knh_685_BS5254_Fbat1443_PT48_2.Repl._No.44.CEL,knh_687_BS5254_Fbat1444_PT24_3.Repl._No.46.CEL,knh_688_BS5254_Fbat1444_PT30_3.Repl._No.47.CEL,knh_689_BS5254_Fbat1444_PT48_3.Repl._No.48.CEL,knhb_039_Fbat152PT24.CEL,knhb_040_Fbat152PT48.CEL,knhb_041_Fbat152PT52.CEL,knhb_046_Fbat202PT24.CEL,knhb_047_Fbat202PT48.CEL,knhb_049_Fbat203PT24.CEL,knhb_050_Fbat203PT48.CEL,knhb_090_Fbat284PT24.CEL,knhb_091_Fbat284PT48.CEL,knhb_098_Fbat287PT24.CEL,knhb_099_Fbat287PT48.CEL,knhb_169_Fbat395PT24.CEL,knhb_170_Fbat395PT48.CEL,knhb_174_Fbat396PT24.CEL,knhb_175_Fbat396PT48.CEL,knhb_180_Fbat397PT24.CEL,knhb_181_Fbat397PT48.CEL,knhb_186_Fbat398PT24.CEL,knhb_187_Fbat398PT48.CEL,knhb_237_Fbat394PT24.CEL,knhb_238_Fbat394PT48.CEL,knhb_247_Fbat525PT24.CEL,knhb_248_Fbat525PT48.CEL,knhb_251_Fbat526PT24.CEL,knhb_252_Fbat526PT48.CEL,knhb_255_Fbat527PT24.CEL,knhb_256_Fbat527PT48.CEL,knhb_259_Fbat528PT24.CEL,knhb_260_Fbat528PT48.CEL
YOPY_i_at,5.265565671,5.228675975,5.318195661,5.44102284,6.041872385,5.481541855,7.662114678,4.467192592,7.611654745,6.125507947,6.834179354,6.490284039,6.989063778,5.551199885,6.654459596,4.81241751,5.021813275,5.49302011,6.553064373,5.926875523,7.50774849,7.326059621,6.305229317,7.800231941,5.97052287,5.896436078,3.950071322,6.311960324,5.75252258,5.404647279,6.289301915,5.652740744,5.46085973,7.21854457,7.088732204,7.178386473,7.214911129,6.524895495,7.432631445,6.823495159,6.811997225,6.001417994,5.160646188,5.201753911,4.887354938,5.660769271,6.528080691,6.662046213,6.57633324,6.021980187,7.364262843,5.470330465,5.88358548,5.992762116,6.14935061,4.119498939,6.820584528,3.770127847,5.893977482,4.65549453,5.7136537,3.92369798,5.887318071,6.305022791,5.616826268,7.434175955,5.754473207,5.091975264,6.392458864,5.64360734,6.987121674
XLYA_at,10.54994562,9.615416155,10.0756604,9.997439653,10.00260169,9.587896159,9.238969776,11.42163693,10.53196342,12.06554873,11.46009857,10.36018465,11.60138776,11.21558751,9.404758006,10.64503823,10.56125666,9.195425098,12.2866737,9.574493551,9.31771169,9.893570412,9.588097275,9.308639475,9.09561776,9.307128345,9.398336008,9.080510598,6.495994457,9.331532401,8.592042708,9.54384421,8.511000937,10.74558059,9.909786819,9.087923708,10.72722506,10.24031434,8.948793768,9.768635388,10.61724268,9.064326372,9.485093862,9.335913343,9.328064064,10.38313618,9.92180555,10.01156623,10.06073067,7.887325003,7.868855493,10.04856143,10.01452718,11.10534137,9.417598018,10.41591666,9.324653711,9.99922108,9.911902569,10.48700101,10.33059068,11.45204096,10.56682554,10.99113875,10.06866384,9.644299681,10.09434515,9.999689647,10.2317935,10.24215142,10.15598999
YCGO_at,9.788962304,9.724056225,11.31463708,11.40574423,9.134381229,9.428731471,8.57859775,10.53082911,11.06358147,9.07571129,9.086810057,10.14805177,10.57783262,10.83097145,10.52164768,9.64293359,9.706968094,11.62120835,9.088147933,9.639447688,11.77851121,8.638205158,9.831726693,8.199934343,8.703469733,8.084990502,9.218122231,8.809905443,11.00328915,9.371088776,10.65186402,9.469049919,11.0316503,8.823249435,8.470074206,10.37576097,8.888866241,8.980848369,10.17113655,8.7315879,8.409417927,10.80729526,9.243884448,11.01965512,11.09270168,8.539782204,9.937637656,8.363653013,9.266730071,8.984684682,8.939364854,9.325369699,9.573750097,9.95406963,8.556033728,10.15289929,8.46766581,9.920729937,9.642016064,9.795400977,9.985677511,9.463172324,9.701609677,8.189689649,8.624045644,8.174486674,8.534950782,8.994844787,8.921317286,9.125939129,9.104334472
GSIB_at,9.784692132,9.90571387,9.601339834,9.879730976,9.874696297,9.024523072,9.829868387,10.64516125,10.18400939,9.939087622,9.540401499,9.492904483,9.850866494,10.14806846,9.831601443,10.58458063,10.74836641,10.61130375,9.825159841,10.30061391,9.483890594,10.15183447,9.627204821,10.28684895,11.76710558,11.63345387,11.64380654,11.53061487,10.56146117,11.42758161,10.78358617,11.33895316,10.38391004,9.632789867,9.613375166,9.435767366,9.67761187,10.10332436,9.693493361,10.02135473,10.00255334,9.871655157,10.21012332,9.720785868,9.979128269,12.67807509,9.588615547,9.391952322,9.040775589,8.372371786,10.74498669,9.604948521,11.83262308,10.47828475,9.922017262,10.58384201,8.575966072,10.76370866,9.750896454,10.74868666,8.515015036,10.63785945,10.39927886,11.86029943,9.315248996,10.81402069,9.414323005,12.34006553,8.529608623,12.84896236,9.011771043
PTSH_at,10.69876658,10.78462384,10.97602612,10.81582941,9.656880118,9.69297777,9.032731143,10.74802459,10.54042935,9.616351086,9.620927098,9.294783588,10.54968874,10.31014892,10.15478308,10.77482416,10.77672392,10.84494097,9.785011461,10.45048788,10.95487018,9.587121377,8.855960391,9.629882069,9.57236279,9.234618228,10.40137825,10.05966623,10.81459642,10.50500416,10.38877085,10.60751526,10.73376635,10.9382926,9.920245679,10.76742745,10.56021595,10.15012309,10.75403485,10.03715387,10.23258953,11.35301826,10.32246385,10.04504519,10.50541618,9.982562878,10.32099819,9.949754836,9.081026333,7.21347736,7.947846283,9.607441753,9.697203868,10.2453006,7.53208402,10.64605832,8.177868157,10.85588884,10.12845076,10.11508922,10.70809846,10.14401523,9.159561152,7.674893259,8.328487649,9.426054681,8.718379799,11.16318577,7.795464436,10.79723651,8.786490744
YTCF_at,11.01403832,11.03178604,10.47282349,10.22024363,9.846514013,10.45438687,8.909191714,10.65503175,9.268458523,10.02026711,9.927586647,8.425168074,10.03638151,10.4949587,9.095449402,10.31407386,10.15830219,8.452318347,9.530240387,9.811853169,8.055793523,9.282231227,8.044817114,8.918399605,9.031158553,8.981245767,9.552839048,8.684239733,8.335530688,9.444418235,8.209774871,9.090261621,8.010838289,9.535954213,7.975833288,8.677555672,9.403361313,9.000142673,8.547224703,9.075549758,8.762724965,8.1871385,10.9076724,9.240521796,9.684890711,10.45410161,9.498734902,10.54368597,8.95739735,7.121337831,8.021923109,9.400391708,8.892927758,8.607669175,7.806785411,8.968751224,7.299037337,9.9178038,8.476432261,9.074865339,8.720511447,9.345330741,8.284030292,9.374683595,8.383632705,8.80195137,8.519414526,10.45095201,7.569010755,10.29796435,7.609958359
SIGY_at,9.856825013,10.70140606,11.05955894,11.19177297,9.422360835,12.12690545,8.698024918,10.28288436,10.85891872,9.40349313,10.20389964,10.80515661,9.267745227,10.5487527,10.8335232,10.16362686,10.85579221,10.39106292,9.417112159,10.79564678,9.909756575,9.28509999,8.852027037,9.947505659,9.039694871,8.835142879,9.051977508,9.529909995,10.4701189,9.865026015,10.32503229,9.82126104,10.13077167,9.200810586,9.444301173,8.891665351,9.057073147,10.19358372,9.15208336,9.419041487,9.721529542,9.607938057,9.70323011,11.27983725,11.40550952,10.2108083,11.67938155,9.136369524,10.77458658,8.697212418,12.43510696,9.64980267,11.68616109,9.677120835,10.26803496,10.03554871,10.10477363,10.6582374,11.63920518,10.19128174,11.3996671,10.07048285,10.60623793,8.642894973,11.6011466,9.257646688,11.73671035,9.965664051,10.99736291,10.30475836,12.12704931
RPSF_at,9.444762779,9.589065285,9.915345599,9.757577429,7.997209896,8.630354628,7.24136967,9.339206702,8.865566429,7.599035756,7.645201631,7.643951162,8.689896455,9.281575284,8.349150659,9.500614907,9.761364052,8.996901813,8.006998436,9.247763568,8.560885903,7.692036326,7.206847178,7.974555908,7.533008307,6.233236018,8.758821115,8.938859053,9.486549444,9.494454622,9.133354856,9.834829218,9.198169798,9.268903232,8.915331294,8.861405689,9.311235773,9.204976665,9.240497032,9.129692285,9.157835694,9.726625881,8.572113627,8.451896941,9.249656895,8.093846777,9.041674292,7.717419186,8.007084136,6.913057119,7.865152576,8.263453678,9.006259186,8.816937432,6.897688433,9.381980461,7.562816957,9.376527945,9.191758553,9.113927033,9.901727301,8.622737195,8.523911328,6.524012723,7.328360236,7.769072876,7.370311613,10.1586473,7.043758822,10.05207046,8.577546092
GSPA_at,8.612923451,8.124537951,8.47604758,8.281776569,8.118090282,7.798256053,7.489776826,9.016178761,8.296213855,7.906020308,7.769128122,7.476637047,8.071464624,8.447036859,7.694614465,8.916087514,9.073237402,8.231715481,7.672011052,8.390190924,7.802145034,7.869654078,7.622334784,7.536432092,9.041032921,9.013434946,9.312781052,8.910705689,8.779764008,9.419394662,8.437977672,9.582619731,8.481718882,7.894859244,7.376675994,7.410421644,7.636118938,8.03836845,7.767068392,7.652137886,7.919057235,8.327781319,8.334429655,8.171993612,8.269218115,11.14036413,7.655576908,7.472412786,7.443368955,7.354557206,8.510989139,8.076536028,9.517220946,8.671702196,7.178485303,8.80422697,7.083326802,8.576375935,7.889426314,8.91225759,7.174242599,8.267219593,8.802958538,8.302516072,7.285725608,7.783223604,7.104850411,11.2541656,7.076968968,11.96335052,7.463209235
csbD_i_at,10.15891427,10.51731205,10.46019239,10.32496236,10.16476029,9.71320021,11.18094361,10.99710342,11.06073436,10.13649372,10.03841466,9.899259125,10.34713325,10.52652917,10.79373018,10.58797028,10.91607391,10.99933171,9.862630376,10.73663487,10.11054816,10.96521371,10.78028869,11.25829208,12.51760843,11.84573186,11.96618052,12.23067639,11.35433752,12.11075073,11.71056638,12.42480163,11.35668511,10.70457815,10.86245448,10.73281042,10.580265,10.99259525,10.6808494,10.79045921,10.77705136,10.69915152,9.923447029,9.626666098,9.622541434,13.32919877,9.634044853,9.921542153,9.56250948,8.847446013,10.11023694,9.980364669,11.50367489,10.20061801,10.79161311,10.83065363,9.944083817,10.89231161,10.28980091,10.52469548,9.759807342,10.31510454,11.13943182,10.43775846,9.240077452,9.82359384,9.966079809,12.57921337,9.477313605,13.2599567,9.426030982
GLPD_at,8.217490881,8.263028309,8.174403013,7.899505598,7.764991115,8.040709754,7.704861565,8.833623251,7.697901817,7.922477735,7.957234695,7.560029741,8.045336899,8.440218154,7.978925362,8.853341568,8.615880166,7.870573208,7.885583945,8.132916158,7.766728065,8.073347592,8.037616228,7.826297789,8.372848716,8.127278723,8.434784086,8.119698672,7.704013435,8.334676684,7.806260214,8.306281912,8.029980372,7.575987752,7.662727287,7.715900654,7.786115591,8.052517261,7.74552521,7.761737131,8.052810192,7.570228748,8.280315735,8.205312059,8.091833522,8.481824596,7.707907928,7.872655757,7.522702481,7.099331637,6.996308338,7.972377501,7.934214513,10.64052197,9.339017913,10.77377727,8.942165895,10.84308978,10.39257448,10.65744027,10.15778544,10.62902383,10.2333888,8.005658723,7.97724304,7.795801607,7.94649335,9.141707225,7.542063782,9.383914245,7.700865362
YPUG_at,7.655063846,7.92806938,7.549718582,8.004580219,7.912238117,7.692692594,10.19446871,8.104580476,9.433310078,9.255596714,9.413482427,9.546010129,9.351628009,8.501202832,9.514254893,7.794482266,7.797242443,8.639435812,8.847343093,8.164229596,9.127220929,9.089639314,9.762975534,9.480076702,7.535963891,7.435902242,7.050552447,7.257886294,6.573126656,7.128868731,7.085679837,6.885491421,6.702639971,6.938685261,7.074804721,7.159955051,6.953148604,7.009492708,7.217100217,7.05928708,6.737948557,6.969420753,8.33004921,8.392324651,8.258537786,8.034302125,8.698877878,8.799783645,9.060985766,8.418097924,8.867682055,8.271912048,8.765827542,7.753891768,9.334861785,7.432404004,8.512019697,7.614475352,7.979995221,7.631026471,7.380439314,7.805284713,9.12809209,9.469772903,8.442992225,8.456010991,8.817471686,6.75286643,8.312187654,7.204922819,8.49072243
RPSJ_at,9.720215156,9.448603136,10.30715456,9.75042317,8.26396098,9.426248003,7.59858982,9.943971753,9.184690355,8.163959446,8.387263833,8.1108593,9.277735084,10.02721922,9.143191791,9.883644337,10.04104002,9.38511966,8.567345078,9.680345767,9.412020575,8.456318301,7.747311739,8.457160835,8.125595403,7.123559135,9.035692108,8.965048013,9.826949688,9.191196467,9.222477501,9.846488634,9.539004163,10.13528346,8.330720646,9.515394855,9.586661169,8.837792033,9.978004271,9.350473644,8.928620376,9.819846141,8.925362392,8.636347082,9.442951199,8.882973454,8.640429305,7.588141724,8.062278463,7.079105685,9.167349255,8.499536941,9.920456626,9.419513764,7.388729596,9.721441683,7.784757973,10.00343923,9.886022929,9.443421183,10.54524553,9.096176509,9.038660536,6.773708016,7.326505815,8.389158256,8.745750376,10.68422327,7.730768745,10.53405813,9.255126773
YOQE_at,5.179872983,5.557690614,5.386385527,5.748795673,6.741336752,5.713939508,8.026274496,4.859324422,7.229287036,6.61622353,6.482678051,6.532119417,7.196233603,5.882340353,7.079826625,4.98295283,5.097486395,6.35893883,6.831823089,6.085770939,7.099932819,7.55583244,6.563010779,7.563538057,7.010748386,6.776691712,5.145352798,7.058347583,5.939116558,5.410130495,7.095818997,5.038068665,5.935924854,6.33712293,7.186594076,6.997512357,7.136179892,6.951301577,6.846190207,7.012418297,6.346723604,6.012780279,5.528312264,5.446645399,5.036415196,5.843570474,6.721605748,7.169302501,6.997039606,5.534882668,8.01892551,5.801535311,6.725682286,5.727297438,7.875611856,4.939106785,7.548549138,4.216579043,6.125226797,5.15250324,5.477151544,5.408859491,5.749126021,7.61496455,6.71505415,7.349472255,6.528637837,4.638967418,6.335748609,5.13079724,6.214976314
YTGA_at,9.267029768,10.29511288,10.96373201,11.09828951,9.270195805,10.80007079,8.70607367,8.659613078,9.128398192,8.282601401,8.48865226,8.355343829,8.659050545,8.690692898,9.475502697,7.832243408,7.36930322,8.972058591,7.848978765,7.944218158,8.628021917,8.366868693,9.093227516,8.438887193,8.732943097,8.74500027,8.365723529,8.685908173,9.681137747,8.434464154,9.547429288,8.009795082,9.644563063,8.46277328,8.258894624,9.745442666,8.531286975,8.399864522,9.711492998,8.423786638,8.207953781,9.651572475,9.075369968,9.212795092,10.02136318,9.992424361,11.46768114,8.714169097,9.716691625,8.660445756,8.794063518,9.054897289,10.20706133,8.260680688,8.752799254,8.272059668,8.467749963,8.136854139,8.366379115,8.019107689,9.157059024,10.03664273,10.58006565,9.171860479,10.52990647,10.86298695,10.53987204,10.24478311,8.86130386,9.147504172,8.322922569
YDCL_at,7.338803438,7.327812904,7.812680922,7.457066533,6.317138744,6.943132798,7.464505663,8.195622575,8.423680694,5.718697879,6.366826384,6.739236204,6.819971031,7.694876234,7.774747598,7.390880469,8.275400915,8.282631123,6.25726697,8.228058174,8.29648705,7.377784496,7.839804834,7.709878099,7.657465289,6.525028549,7.41608055,8.012163603,9.165057638,7.642821083,8.646551762,8.014215936,8.669699231,7.832403437,7.930520482,8.8297485,7.272886605,7.034976725,9.104999283,5.898191438,7.724037025,9.407626682,6.727859735,6.163256601,7.433700148,6.134758492,7.073806743,6.200853189,7.246511569,5.7361686,7.231612894,6.604520966,8.249156315,6.509883072,7.066703667,6.075982676,6.699576887,6.117299452,5.78559665,6.591175667,6.21926508,6.311683963,6.054924469,6.504775764,6.326775561,6.537990294,6.899385551,6.752308376,6.638792582,6.821454211,7.731054682
GAP_at,9.337290763,9.552590411,9.490808948,9.440669661,8.179045974,8.595223486,7.908538248,10.1646635,9.229350137,7.759310067,8.44489387,8.395031014,9.384707489,9.714901456,8.963659854,10.60420737,10.40700037,9.656342739,9.869605491,10.35742192,9.420262397,9.765376332,7.528302725,8.920563137,9.27941606,8.719278102,9.805078905,9.475059384,9.839062616,9.801684536,9.651243368,10.16577734,9.874390559,9.912099843,8.798110278,9.966561059,10.13752353,9.51877258,9.345011103,9.525369659,9.75042681,10.03644029,9.253832457,9.306487983,9.526051338,9.759962262,8.462442861,8.667271535,8.038698885,7.185151533,7.819404085,8.471339444,8.963202796,8.565839012,7.835632187,8.890149713,7.56730028,8.974524961,8.522694415,8.686983967,10.2882178,8.382592409,9.392813284,7.255964637,7.580604686,7.905343299,7.831608639,9.513953128,7.185787736,9.784536938,7.337176542
YUKE_at,9.57986637,9.351850921,9.015227537,9.021080399,8.759821919,8.209624247,8.822507729,9.295977697,8.83828005,8.841663561,8.352028789,8.080591176,8.832344785,9.111347296,8.491974468,9.678441173,9.720516518,10.55664904,8.988172247,9.355968016,10.28468317,9.191054928,9.968232019,8.872448317,9.408883441,9.498715436,9.644672512,9.25740389,10.88143836,9.431722075,10.45672076,9.359948229,11.04271006,9.472615331,8.712542269,10.70275181,9.360156981,9.073562653,11.04292939,9.048847879,8.818008871,10.78654443,8.908917106,8.252674835,8.483599632,8.858986134,8.432828027,8.367983257,8.063974537,7.534576109,7.872553791,7.933573033,7.758267706,9.245710714,8.613222587,9.902858022,8.249460499,9.789041678,8.918743172,9.95012242,8.820822288,9.441129611,7.679272853,8.233981561,7.638476444,7.776061581,7.813344343,8.172648963,7.727576399,8.243200182,7.434783559
YDCM_at,6.690011925,6.929254327,7.108691939,6.528182065,5.96012133,6.374825364,7.26527139,7.394201115,7.761696042,5.314697212,6.121532923,6.114562967,6.207328326,7.071619165,7.378076483,7.172920416,7.75941604,7.620687716,5.692426569,7.689633097,7.493897956,6.710590385,6.969458906,7.046541641,7.257927563,6.107336534,7.089434254,7.603273924,8.535284559,7.124245957,7.715373683,7.651645225,7.986464519,7.320286149,7.500586314,8.189165967,6.386958175,6.913109006,8.581980584,6.011916768,7.139564697,8.981047757,6.132702978,5.737544228,6.846965952,5.895441943,6.293535496,5.980739638,6.536698139,4.946694783,6.668930349,6.168793869,7.835909659,6.000897761,6.329278599,5.325529336,5.98674933,5.673803889,5.619398219,6.078535973,5.006222184,5.621104652,5.729590148,6.038541209,5.571897051,6.13266386,6.216257621,5.845748112,6.108878625,6.049565126,7.123600834
YRDD_i_at,6.750282154,7.094339593,6.62887496,7.631394957,8.121035059,7.398121969,9.843172828,6.12064075,8.614798765,7.817995218,7.692593806,7.961716575,8.17419071,6.704309239,8.356568253,5.925254455,6.389681789,7.254579285,7.456148971,7.104413968,7.848994824,8.726704128,8.303052828,8.96235034,8.795447494,8.742251185,6.946057351,8.256894728,7.157532111,7.325162136,8.420271232,7.003730657,7.1924207,8.447481777,9.211566536,8.885461185,8.666140731,8.308085676,8.598026345,8.508285666,8.360950966,7.904125264,7.206386675,7.434645619,6.813099277,7.32260682,8.105042517,8.618867515,8.593374126,7.958335279,9.826717653,7.592049919,8.125062758,7.37566101,9.388238849,6.973295262,8.886225919,6.70492601,7.817390366,6.819193928,7.650705634,6.993778103,7.459708439,9.057884059,7.812173859,8.376709071,7.90505222,6.218559653,8.341147475,6.195672504,7.673147007
RPSD_at,8.524826141,8.324664712,8.719771136,8.308497938,7.860623996,8.086672715,5.889624081,7.693260836,6.818498423,6.417252963,6.58980498,6.761652751,6.779631397,7.66815856,6.771796399,7.585404106,7.456038956,6.931166566,6.683703417,7.739555468,7.124436825,6.264626813,5.783707477,6.185536517,6.294841718,6.27463613,7.671812045,7.085240843,7.497466166,7.580399908,6.795680441,7.545906309,7.728947437,6.069516767,6.118296561,6.243309709,6.231226505,6.61581583,6.232642407,6.515515173,6.192521867,7.147859959,8.802398428,8.434513087,8.998408491,8.234205351,8.529870348,7.499441993,7.529426674,7.388234872,7.340346841,8.283943819,8.12292628,8.438610634,7.424316838,8.330121369,7.200142803,7.964339268,8.199063551,8.847253428,8.757833393,8.450754627,8.368457139,7.017564087,8.499840067,7.167239692,7.961832595,8.763752853,7.974221867,8.777039853,7.960729275
RPMJ_i_at,9.561919192,9.596464776,10.73487861,10.39189931,8.768921924,9.905524146,9.310672734,10.17140265,10.05322548,8.613929756,9.048321416,8.653622023,9.690925694,10.22258607,9.89642457,10.11210264,10.36697417,10.15187097,9.00196065,10.12082453,9.97156253,9.336010847,8.616568769,9.554744318,7.04547373,6.680286473,7.68096306,9.32264827,10.01239405,9.417682606,9.483123477,9.821954185,9.892371144,10.38220351,9.243418432,10.20788446,9.897947459,9.353619749,10.43534132,9.945285425,9.445552461,10.4771884,9.124087845,9.875209426,10.15328199,9.512827863,10.33528365,8.912120693,9.23845683,7.700196681,9.958244585,8.852541303,10.56263214,9.365184135,7.544548412,9.973466435,8.695720112,10.18376617,10.35847614,9.530172944,11.11027226,9.419201834,10.04165024,8.023255726,8.169776498,9.000395313,8.907061258,10.20457586,7.947642572,9.60460429,10.0147482
YTGC_at,8.800919743,9.682317836,10.53478686,10.62841898,8.716759564,10.30212973,7.769127531,8.292390054,8.427239715,8.222226007,8.019488445,8.263532376,7.670893739,8.272054369,8.627479174,7.635411597,7.713067156,8.188392546,7.777493072,7.505682727,8.002214863,7.619742717,8.525114943,7.701996089,7.875559361,8.193032034,7.886445902,7.857931959,8.990383511,7.781443729,8.561342837,7.576038402,8.725189507,7.870655291,7.234404442,8.896137231,7.870519089,7.720967402,9.020813255,7.844000451,7.516196673,8.723624208,8.689733285,9.259245312,9.550733463,9.67055132,10.93238231,7.917580585,9.289877841,8.545176208,8.141697272,8.661951991,9.5088281,7.83191664,7.900370209,8.055019145,7.897726784,7.782699849,7.872684169,7.653945432,8.907314463,9.638692755,9.833177186,8.27395162,10.00144725,10.0227399,9.787323595,9.721785672,8.137502884,8.582751765,7.935907715
YTGB_at,9.137717731,9.985904274,10.76776946,10.94820099,9.010967956,10.61216087,7.821201887,8.600324136,8.900587424,8.593433039,8.575102786,8.467773987,8.211395704,8.676545769,9.029389065,7.970295287,7.850224362,8.72415452,8.152511431,7.96796703,8.470046864,7.99693888,8.870692109,7.826281017,8.138824623,8.397109161,8.454066744,8.352869385,9.571186716,8.321298786,9.199785847,8.094380469,9.390476611,8.157395856,7.621932193,9.505081642,8.218940466,8.04198612,9.476277035,7.973329191,7.883435493,9.656668258,8.977543063,9.403059648,9.854389588,9.819418069,11.21472126,8.393295025,9.388634074,8.8365795,8.414117357,8.996827456,9.761608367,8.110475351,8.169489721,8.545944029,8.20511907,8.181456464,8.28850984,8.077758362,9.119448494,9.954338689,10.4788373,8.336503219,10.08154082,10.38415589,10.2640117,10.09565251,8.624908543,9.009673114,8.080599116
CARA_at,9.444016337,8.772469145,9.358131693,9.489766453,10.20305642,9.692607482,8.840449242,9.306783732,8.906300915,9.273884519,9.163612568,8.848300989,9.711197729,9.473354583,8.852670657,8.552562059,8.010124502,9.25624628,9.019816691,8.283139968,9.054015643,8.464704291,8.623983557,7.917965476,7.762412164,8.442923472,8.836589183,8.502297368,9.324410305,8.858264638,9.285393853,8.591549152,9.316669246,8.967737773,8.559813566,9.146897659,8.487703001,8.149118593,9.08233986,8.766143297,8.706787778,9.36643941,9.83659587,9.263003602,9.458153396,9.875692527,8.848876919,9.827394945,8.754808078,10.81606517,11.8530537,11.19768006,9.412058548,11.1398853,9.223906419,11.10496831,9.945099915,10.97298988,11.15009289,10.70254745,8.332713,9.944360738,8.827168391,9.772978241,8.875560008,8.902011556,8.787562237,11.13051972,8.702208336,8.512637437,8.858289899
YUTI_at,11.14965831,11.38570187,11.12538285,10.83390027,10.27853512,10.08583212,9.1920889,11.08786704,10.89011292,10.34194616,10.17842001,9.999552335,10.84004234,11.00726913,10.61946527,11.60000309,11.63306706,10.74551001,10.62328022,11.51062778,10.06286971,11.08975114,9.808469821,10.73723572,10.98072133,10.67928831,11.47764169,11.45497007,10.90487023,11.6372424,11.3060676,11.74061612,10.93724851,11.21063975,10.59039343,10.08946242,11.13809476,11.41721872,10.31503386,10.44339403,11.13650117,10.10949407,10.45460977,9.737462262,10.22720162,10.50914963,10.51517675,10.11023517,9.465586414,8.284786676,8.676367094,10.3063666,9.335092806,10.74460471,9.712461014,11.0375651,9.159065616,11.44329434,10.97495675,11.25178067,11.00162178,10.76657663,9.798951438,8.483961799,8.595074453,9.422727423,9.179678861,10.15221447,8.607382204,10.19931082,8.608893894
YUSG_at,10.23682714,9.836497744,9.926731809,10.12887462,8.666635251,8.527856475,8.076651381,9.784327661,9.53298684,8.609351913,8.525593009,8.381391052,9.370736781,9.662303214,9.058380639,9.90513616,10.03571474,10.05140503,8.655709337,9.301934873,10.04672505,8.762078501,8.713470732,8.574269444,9.281395105,9.323833646,9.425973638,8.836613846,10.09565029,9.305105742,9.710671318,9.574145595,9.815599852,9.834959472,9.184290932,9.94504227,9.220926314,9.215773359,10.16476304,9.009183175,9.236536824,10.31820459,8.976658597,8.559626986,9.089086385,8.899228688,8.832108318,8.549950915,8.046140116,7.051424029,6.918847168,8.581354275,8.110009781,9.362497292,7.531630469,9.705754083,7.546694623,9.411881467,8.849695341,9.469295001,8.791519241,9.145237853,7.959998533,7.170243442,7.164490071,7.773720556,7.766116481,8.853670267,7.370487476,9.202902331,7.395181756
